BrFactor_ADAPT,nChromoSi_AWSoM,PoyntingFluxPerBSi,LperpTimesSqrtBSi,StochasticExponent,BrMin,rMinWaveReflection,REALIZATIONS_ADAPT,PFSS,UseSurfaceWaveRefl,Outcomes,rmse_Ur,rmse_Np,rmse_B,rmse_T,shift,Tmin,Tmax
1.593529412,4.4e18,388235.2941,140514.7059,0.180588235,9.154411765,1.025980392,2.0,1.0,2.0,1,98.31799911038514,4.481629211549168,3.300194459384165,64989.592924003984,-26,0.2,0.8
1.657058824,3.52941e17,870588.2353,197426.4706,0.280588235,6.090686275,1.189705882,7.0,1.0,1.0,1,109.02453363998957,32.39629962097315,3.7217590168636954,83377.78953176692,-42,0.2,0.8
1.614705882,3.10588e18,600000.0,299338.2353,0.157058824,9.816176471,1.146568627,6.0,1.0,2.0,1,106.44759188302916,10.9458019226869,3.2032520187388536,71136.4872062316,-33,0.2,0.8
0.778235294,4.91765e18,1.078431373e6,112720.5882,0.241764706,5.74754902,1.066176471,5.0,2.0,1.0,1,118.75948882887499,8.237596996319143,3.5886235253282055,75503.5063769906,-7,0.2,0.8
1.625294118,1.03529e18,937254.902,136544.1176,0.201764706,6.99754902,1.135784314,2.0,2.0,2.0,1,136.33621970856316,35.04542654737175,4.129885869880624,79421.00304469315,6,0.2,0.8
0.820588235,3.71765e18,752941.1765,176250.0,0.319411765,8.443627451,1.164215686,10.0,2.0,1.0,1,87.54571232259698,5.555929942557661,3.6312997820825554,79000.81275129112,-7,0.2,0.8
1.604117647,2.98824e18,498039.2157,50514.70588,0.112352941,6.18872549,1.181862745,6.0,2.0,2.0,1,114.66979151236966,10.126226295007227,3.391086527816614,86943.53231163314,-31,0.2,0.8
1.561764706,2.11765e18,996078.4314,185514.7059,0.191176471,9.669117647,1.000490196,6.0,2.0,1.0,1,102.71026009749583,27.403528279581067,4.078408333590664,79737.27696256475,-40,0.2,0.8
1.678235294,4.65882e18,898039.2157,275514.7059,0.178235294,6.703431373,1.056372549,3.0,2.0,2.0,1,97.74739225709554,23.504965789592692,3.259060351101203,74939.85082417884,-33,0.2,0.8
1.307647059,8.94118e17,443137.2549,205367.6471,0.137058824,5.110294118,1.166176471,9.0,2.0,1.0,1,100.50425609952738,4.82638500520134,3.6830056221433085,75895.40408447389,-30,0.2,0.8
1.667647059,1.36471e18,745098.0392,31985.29412,0.142941176,9.203431373,1.126960784,8.0,2.0,2.0,1,145.47515869959182,29.536956640032493,4.170112701238919,85020.35329783069,-12,0.2,0.8
1.71,3.05882e17,823529.4118,161691.1765,0.125294118,7.610294118,1.091666667,12.0,2.0,1.0,1,123.34454990817667,29.543720526241096,4.0932246582977045,88079.91106278729,-39,0.2,0.8
1.720588235,8.0e17,541176.4706,241102.9412,0.267647059,8.321078431,1.129901961,12.0,2.0,2.0,1,109.92776181059477,10.448218711165195,3.247309587710593,78816.40668039076,-38,0.2,0.8
1.731176471,2.96471e18,301960.7843,194779.4118,0.312352941,5.330882353,1.137745098,6.0,2.0,1.0,1,96.00120536311172,4.488032974964445,3.2355557749104826,79350.52116329124,-26,0.2,0.8
1.741764706,2.58824e18,854901.9608,125955.8824,0.106470588,5.551470588,1.009313725,6.0,2.0,2.0,1,122.18213997815384,28.43820222072772,3.963716475689106,89240.71474595841,-30,0.2,0.8
1.402941176,2.11765e17,333333.3333,132573.5294,0.158235294,6.776960784,1.058333333,4.0,2.0,1.0,1,78.76307235925921,4.745044835093208,3.6140910832821866,67208.57050924629,-26,0.2,0.8
1.466470588,1.78824e18,411764.7059,160367.6471,0.325294118,8.909313725,1.182843137,12.0,2.0,2.0,1,91.11346263896894,4.504965412420344,3.428417229648289,76195.00152182372,-40,0.2,0.8
1.752352941,2.0e18,396078.4314,34632.35294,0.266470588,6.409313725,1.092647059,5.0,2.0,1.0,1,93.92737880760843,5.860261722417535,3.108844280760556,78101.66837031873,-41,0.2,0.8
0.947647059,2.21176e18,1.066666667e6,260955.8824,0.255882353,6.580882353,1.122058824,12.0,2.0,2.0,1,113.02556263395763,7.6084874465471595,3.4563997944091356,70060.70182511935,-15,0.2,0.8
1.837058824,2.30588e18,921568.6275,111397.0588,0.274705882,9.178921569,1.029901961,8.0,2.0,1.0,1,134.59205350705534,40.943368985884874,4.191539858558434,86159.27159608465,-12,0.2,0.8
1.805294118,3.52941e18,474509.8039,168308.8235,0.287647059,6.825980392,1.192647059,3.0,2.0,2.0,1,102.5609930999906,8.55152122790985,3.0498958091451525,72137.35630168072,-38,0.2,0.8
1.815882353,9.41176e17,862745.098,234485.2941,0.144117647,6.335784314,1.079901961,1.0,2.0,1.0,1,116.725851092874,31.88674497154513,3.90702151817587,81093.58442142195,-36,0.2,0.8
1.826470588,4.8e18,611764.7059,145808.8235,0.222941176,7.463235294,1.018137255,9.0,2.0,2.0,1,108.78261769805879,14.294074736061118,3.223946834287227,76819.71191831947,-35,0.2,0.8
1.784117647,3.34118e18,1.043137255e6,102132.3529,0.160588235,8.370098039,1.125,9.0,2.0,1.0,1,121.75404271269659,42.17417526581733,4.496223913316501,82338.18501150615,-29,0.2,0.8
1.773529412,1.15294e18,670588.2353,84926.47059,0.19,7.855392157,1.195588235,6.0,2.0,2.0,1,115.48724050448192,24.896415112331557,3.865615458197683,83963.78774265353,-33,0.2,0.8
1.858235294,4.87059e18,447058.8235,292720.5882,0.145294118,7.953431373,1.116176471,8.0,2.0,1.0,1,112.76473656111553,6.23803453205321,2.8883589245625894,66455.77279844975,-27,0.2,0.8
1.868823529,2.58824e17,486274.5098,218602.9412,0.177058824,8.468137255,1.037745098,1.0,2.0,2.0,1,107.47911222124227,10.06872189769688,3.22319627892073,70568.57184444461,-38,0.2,0.8
1.286470588,4.96471e18,517647.0588,47867.64706,0.291176471,6.629901961,1.041666667,1.0,2.0,1.0,1,99.98050122116895,5.592901691502727,3.846485913855705,85819.87897521461,-37,0.2,0.8
1.17,8.47059e17,678431.3725,192132.3529,0.285294118,7.193627451,1.060294118,6.0,2.0,2.0,1,80.76281164588087,5.556083644102796,3.437155096816372,72481.63841230523,-21,0.2,0.8
1.900588235,1.90588e18,839215.6863,152426.4706,0.214705882,8.664215686,1.143627451,4.0,2.0,1.0,1,125.20506972321425,36.27498314326923,4.093899863920897,82430.95075094458,-12,0.2,0.8
1.201764706,1.08235e18,803921.5686,271544.1176,0.224117647,9.105392157,1.033823529,12.0,2.0,2.0,1,94.87655410206938,8.418045533175786,3.526452982725533,80780.1819532395,-31,0.2,0.8
0.757058824,1.88235e18,949019.6078,268897.0588,0.155882353,7.757352941,1.100490196,8.0,2.0,1.0,1,133.9529743656052,5.6605966139554065,3.6056663125156967,75123.7779895745,1,0.2,0.8
0.661764706,4.47059e18,403921.5686,217279.4118,0.308823529,7.732843137,1.154411765,4.0,2.0,2.0,1,192.52645717434254,6.881500773523493,4.391048907358875,77345.72496950248,1,0.2,0.8
1.911176471,3.67059e18,596078.4314,256985.2941,0.204117647,5.919117647,1.072058824,6.0,2.0,1.0,1,114.70285407696345,12.639279594647586,3.0737040199745618,70283.38122209541,-35,0.2,0.8
1.381764706,2.18824e18,792156.8627,287426.4706,0.339411765,7.365196078,1.086764706,6.0,2.0,2.0,1,89.20623480848644,12.088525023222227,3.3372634149714404,81528.21719361164,-31,0.2,0.8
1.964117647,8.23529e17,980392.1569,98161.76471,0.226470588,8.051470588,1.064215686,3.0,2.0,1.0,1,138.2780715475924,57.45794754918187,5.064717028983581,85196.97122841247,-23,0.2,0.8
1.942941176,4.18824e18,917647.0588,233161.7647,0.21,9.718137255,1.105392157,10.0,2.0,2.0,1,129.18345023172137,36.56495673095236,3.8378509496520854,79779.50477801745,-26,0.2,0.8
1.985294118,1.55294e18,529411.7647,74338.23529,0.202941176,9.93872549,1.020098039,6.0,2.0,1.0,1,125.0920133684284,15.646166534508213,3.1023725901538963,82440.52885766083,-33,0.2,0.8
1.995882353,3.50588e18,392156.8627,94191.17647,0.122941176,9.301470588,1.085784314,10.0,2.0,2.0,1,106.11100525082503,7.124426274195702,2.791239144660502,67866.0098106162,-25,0.2,0.8
2.006470588,2.09412e18,1.007843137e6,170955.8824,0.102941176,5.845588235,1.119117647,10.0,2.0,1.0,1,137.2822967650047,45.91419951198928,4.390799282040812,82880.03894991287,-23,0.2,0.8
2.017058824,3.88235e18,882352.9412,46544.11765,0.151176471,7.928921569,1.039705882,7.0,2.0,2.0,1,139.6028955557313,44.597407895640835,4.290359970314622,82652.26254954792,-22,0.2,0.8
2.027647059,4.51765e18,729411.7647,254338.2353,0.244117647,9.129901961,1.173039216,3.0,2.0,1.0,1,123.45001522655846,26.771672647071668,3.491417930424149,77895.78062271824,-34,0.2,0.8
0.862941176,3.29412e18,658823.5294,104779.4118,0.277058824,7.536764706,1.132843137,1.0,2.0,2.0,1,107.19298130889845,4.9044398151113295,3.598885566694301,60293.49683875349,8,0.2,0.8
2.048823529,6.58824e17,760784.3137,71691.17647,0.121764706,6.924019608,1.174019608,7.0,2.0,1.0,1,129.21136862341652,39.20078018156565,4.232103817414882,83501.31767608352,-26,0.2,0.8
1.392352941,4.30588e18,690196.0784,37279.41176,0.198235294,5.159313725,1.151470588,5.0,2.0,2.0,1,121.92044013781417,14.022410393447025,3.681304391545159,84379.54611464262,-7,0.2,0.8
2.07,4.77647e18,972549.0196,214632.3529,0.135882353,6.139705882,1.013235294,4.0,2.0,1.0,1,121.95030113249572,35.949477337902024,3.956176122274719,74747.85334222428,-30,0.2,0.8
1.085294118,2.63529e18,372549.0196,253014.7059,0.132352941,6.384803922,1.142647059,7.0,2.0,2.0,1,149.18105386989149,5.840513616352532,3.835202619440845,93594.63588853904,-23,0.2,0.8
2.059411765,2.32941e18,568627.451,182867.6471,0.25,6.556372549,1.055392157,3.0,2.0,1.0,1,112.83464147060037,14.814317664713299,2.9084161850628734,74870.20102774994,-39,0.2,0.8
1.953529412,1.24706e18,584313.7255,42573.52941,0.320588235,7.267156863,1.098529412,12.0,2.0,2.0,1,123.48518064645529,17.79429542355194,3.101625746377269,84980.94036784045,-23,0.2,0.8
1.974705882,3.78824e18,686274.5098,120661.7647,0.314705882,5.50245098,1.035784314,3.0,2.0,1.0,1,120.79245702152507,23.02349313162757,3.3214330845754034,83895.70881131075,-38,0.2,0.8
2.122941176,4.94118e18,576470.5882,110073.5294,0.174705882,8.933823529,1.149509804,4.0,2.0,2.0,1,118.00601817886671,17.068590231614266,2.9125004074097727,71078.92258091045,-35,0.2,0.8
2.154705882,3.15294e18,329411.7647,137867.6471,0.246470588,8.075980392,1.185784314,12.0,2.0,1.0,1,108.49161471659772,5.813099011461446,2.7071390326237403,76756.93716163875,-23,0.2,0.8
2.144117647,4.44706e18,1.070588235e6,129926.4706,0.11,6.875,1.074019608,12.0,2.0,2.0,1,139.3288255011389,45.87953268548963,4.60993804044719,78525.38699562398,-23,0.2,0.8
2.133529412,1.45882e18,435294.1176,210661.7647,0.23,7.340686275,1.031862745,10.0,2.0,1.0,1,112.86145701074742,8.49286130958486,2.606114569208388,73699.66928776106,-28,0.2,0.8
2.165294118,1.76471e18,635294.1176,284779.4118,0.119411765,5.625,1.153431373,8.0,2.0,2.0,1,123.36172741563487,15.811920493284951,2.8318808306025565,67390.06307632841,-31,0.2,0.8
1.318235294,3.85882e18,360784.3137,267573.5294,0.326470588,9.25245098,1.073039216,2.0,2.0,1.0,1,95.44131267653965,4.963517926797819,3.658803731523443,77541.03318504474,-23,0.2,0.8
2.186470588,1.95294e18,607843.1373,202720.5882,0.265294118,9.987745098,1.179901961,4.0,2.0,2.0,1,125.3210081046523,20.896239816907656,3.05057764305734,76333.48942921212,-35,0.2,0.8
2.197058824,3.76471e18,537254.902,96838.23529,0.221764706,6.727941176,1.13872549,10.0,2.0,1.0,1,116.08215036931216,14.865839429988677,2.7673108748296147,75711.26465278851,-30,0.2,0.8
2.207647059,2.89412e18,317647.0588,222573.5294,0.166470588,9.49754902,1.099509804,6.0,2.0,2.0,1,124.73482138998403,5.327423745364913,2.664888638956157,81300.99695448433,-23,0.2,0.8
2.260588235,3.95294e18,933333.3333,149779.4118,0.305294118,7.683823529,1.198529412,6.0,2.0,1.0,1,125.80816267577923,42.65630996094593,4.3492261880386405,77962.0552228277,-26,0.2,0.8
2.228823529,7.52941e17,909803.9216,57132.35294,0.328823529,8.786764706,1.112254902,4.0,2.0,2.0,1,152.08546434290062,73.13558066397147,5.71097890992597,84995.42818850704,-16,0.2,0.8
2.398235294,1.43529e18,698039.2157,141838.2353,0.334705882,6.237745098,1.141666667,9.0,2.0,1.0,1,123.78450412104205,29.95303483838365,3.7363717943849615,80411.03796441157,-26,0.2,0.8
2.25,4.54118e18,368627.451,75661.76471,0.259411765,8.541666667,1.121078431,9.0,2.0,2.0,1,102.28878202076599,8.007413540311603,2.7961425396975748,73608.35231199574,-32,0.2,0.8
2.218235294,1.81176e18,1.02745098e6,279485.2941,0.311176471,8.419117647,1.003431373,7.0,2.0,1.0,1,131.8575243943187,48.865524426488555,4.540384599587111,79022.28793981932,-26,0.2,0.8
0.852352941,2.04706e18,741176.4706,82279.41176,0.175882353,6.458333333,1.014215686,10.0,2.0,2.0,1,94.64931480500576,5.121061159567919,3.798187996258629,70002.19948704723,-11,0.2,0.8
2.281764706,4.35294e18,874509.8039,174926.4706,0.213529412,5.649509804,1.026960784,6.0,2.0,1.0,1,123.33356388912853,35.38414561344353,3.9595857822470837,76724.148357775,-28,0.2,0.8
2.292352941,3.69412e18,1.0e6,69044.11765,0.27,5.281862745,1.175,12.0,2.0,2.0,1,123.31206808886405,43.202333606229985,4.3879696738763805,77518.21225920651,-28,0.2,0.8
2.302941176,1.10588e18,843137.2549,242426.4706,0.318235294,9.840686275,1.184803922,8.0,2.0,1.0,1,137.4593136201713,47.9063109104887,4.6331885387796685,81075.15991406482,-23,0.2,0.8
2.408823529,5.41176e17,352941.1765,238455.8824,0.247647059,5.232843137,1.090686275,7.0,2.0,2.0,1,108.00302460411527,6.225507400316921,2.598432833025164,72128.6173258018,-21,0.2,0.8
2.419411765,2.23529e18,521568.6275,123308.8235,0.133529412,8.223039216,1.157352941,6.0,2.0,1.0,1,129.39852976673515,17.11864874312382,2.8065659664386473,75054.20635600475,-24,0.2,0.8
2.334705882,4.04706e18,901960.7843,107426.4706,0.118235294,6.041666667,1.130882353,5.0,2.0,2.0,1,141.52155955949638,46.14850219015253,4.647088267454297,78785.89675381753,-24,0.2,0.8
2.366470588,3.08235e18,772549.0196,290073.5294,0.302941176,6.017156863,1.021078431,10.0,2.0,1.0,1,128.5817557099674,24.430666777540658,3.3511119468455406,73885.71927124438,-33,0.2,0.8
2.355882353,4.37647e18,592156.8627,184191.1765,0.292352941,9.620098039,1.084803922,1.0,2.0,2.0,1,130.47508434196263,19.200840679244962,2.900529717838235,76104.82165069174,-31,0.2,0.8
2.345294118,1.62353e18,309803.9216,58455.88235,0.179411765,7.414215686,1.076960784,2.0,2.0,1.0,1,88.83377931123042,5.2589142207200075,2.688532555391225,71263.8148342453,-27,0.2,0.8
2.377058824,3.01176e18,1.031372549e6,73014.70588,0.188823529,9.375,1.134803922,1.0,2.0,2.0,1,140.94270634883867,63.586218283191066,5.54153868078125,76964.92831646268,-23,0.2,0.8
2.451176471,6.11765e17,376470.5882,200073.5294,0.111176471,9.056372549,1.051470588,5.0,2.0,1.0,1,123.30193019084928,9.18861234578588,2.6955824080030144,66782.2025859381,-20,0.2,0.8
2.239411765,4.42353e18,556862.7451,272867.6471,0.332352941,5.355392157,1.043627451,12.0,2.0,2.0,1,117.1500757569063,10.290166467707953,2.4834487677637345,77255.64999404302,-27,0.2,0.8
1.688823529,2.82353e17,470588.2353,62426.47059,0.237058824,5.796568627,1.156372549,2.0,2.0,1.0,1,115.41655877806369,10.397032290733051,3.264904204938434,84121.84897103808,-10,0.2,0.8
2.324117647,2.51765e18,819607.8431,298014.7059,0.181764706,7.977941176,1.167156863,5.0,2.0,2.0,1,137.63318633026415,32.681615268586235,3.618225506381176,70277.44891926588,-33,0.2,0.8
2.43,4.72941e18,619607.8431,246397.0588,0.153529412,6.482843137,1.191666667,10.0,2.0,1.0,1,136.00095689157968,17.16252133347124,2.8493612272126128,68179.86275985301,-28,0.2,0.8
2.440588235,4.89412e18,1.023529412e6,157720.5882,0.264117647,7.046568627,1.108333333,3.0,2.0,2.0,1,128.94737473073528,53.52945821371411,4.744968324706243,77395.73751672372,-25,0.2,0.8
2.387647059,3.55294e18,466666.6667,230514.7059,0.240588235,8.860294118,1.010294118,6.0,2.0,1.0,1,130.47454820281806,11.774485832965052,2.3568553155876684,77567.5748190133,-28,0.2,0.8
2.461764706,1.17647e18,850980.3922,90220.58824,0.254705882,5.943627451,1.04754902,2.0,2.0,2.0,1,141.1379772075745,52.79736070669939,4.951942547867498,83901.5931434363,-13,0.2,0.8
2.482941176,3.90588e18,796078.4314,124632.3529,0.199411765,9.031862745,1.096568627,2.0,2.0,1.0,1,138.97699421501417,41.18397489812908,4.752404993701697,78773.46255161887,-23,0.2,0.8
1.35,4.23529e17,1.011764706e6,55808.82353,0.206470588,7.708333333,1.006372549,10.0,2.0,2.0,1,131.05976139228642,21.84083036288988,3.7121733359464018,84398.68411501743,3,0.2,0.8
2.493529412,4.63529e18,952941.1765,83602.94118,0.238235294,9.865196078,1.054411765,7.0,2.0,1.0,1,130.8714787517853,55.263994096521614,5.512320597806214,77291.45363383413,-28,0.2,0.8
2.504117647,1.34118e18,992156.8627,188161.7647,0.17,7.242647059,1.178921569,8.0,2.0,2.0,1,134.2928896494191,60.109348397960254,5.493013936139215,74500.78870493767,-22,0.2,0.8
2.514705882,2.77647e18,647058.8235,165661.7647,0.268823529,8.713235294,1.040686275,1.0,2.0,1.0,1,134.6065655870097,24.394705166307027,3.3346579840617507,77387.52632209189,-31,0.2,0.8
2.525294118,2.28235e18,345098.0392,51838.23529,0.307647059,9.644607843,1.139705882,5.0,2.0,2.0,1,100.23037271664212,9.949591924080678,2.4879923613075827,75508.24999586285,-25,0.2,0.8
2.535882353,7.29412e17,588235.2941,264926.4706,0.187647059,8.125,1.016176471,7.0,2.0,1.0,1,122.6827118133019,18.842484177201282,3.179618444043307,70308.63768213383,-27,0.2,0.8
2.546470588,4.11765e18,1.08627451e6,208014.7059,0.279411765,7.487745098,1.049509804,8.0,2.0,2.0,1,134.3635712701649,54.722851534770896,5.126186196623718,75533.13257574629,-23,0.2,0.8
2.557058824,3.31765e18,552941.1765,215955.8824,0.147647059,5.575980392,1.128921569,2.0,2.0,1.0,1,130.1904715916917,14.344691101508575,2.8170071077487364,66407.31585152983,-26,0.2,0.8
2.567647059,1.38824e18,415686.2745,278161.7647,0.159411765,8.590686275,1.080882353,4.0,2.0,2.0,1,140.9584317136799,8.76639616541659,2.7529771865202286,68862.10051534418,-23,0.2,0.8
2.578235294,1.92941e18,1.062745098e6,87573.52941,0.317058824,7.781862745,1.14754902,12.0,2.0,1.0,1,140.7986575706788,67.483597651989,6.188733209981532,78946.36470062684,-24,0.2,0.8
0.640588235,6.35294e17,784313.7255,258308.8235,0.293529412,6.164215686,1.175980392,1.0,2.0,2.0,1,213.93647794803277,6.036312609727929,4.030730143930335,80154.2774636729,8,0.2,0.8
2.599411765,2.35294e18,968627.451,247720.5882,0.233529412,8.517156863,1.117156863,5.0,2.0,1.0,1,151.63025356661262,51.74191297034315,5.237145697891774,75447.31498369089,-27,0.2,0.8
2.61,2.70588e18,490196.0784,66397.05882,0.337058824,8.174019608,1.081862745,9.0,2.0,2.0,1,116.1406343179201,18.533533686506022,2.8741671633639387,77645.91043263928,-32,0.2,0.8
2.620588235,9.64706e17,654901.9608,119338.2353,0.164117647,7.512254902,1.053431373,10.0,2.0,1.0,1,126.46032019487664,30.500816267251828,4.010200105213883,75570.61760930881,-25,0.2,0.8
2.631176471,2.91765e18,945098.0392,118014.7059,0.219411765,5.821078431,1.193627451,7.0,2.0,2.0,1,121.79210223028295,45.49633798680874,4.910985690422409,73003.5408625437,-28,0.2,0.8
2.641764706,9.17647e17,1.082352941e6,225220.5882,0.248823529,9.473039216,1.16127451,1.0,2.0,1.0,1,140.3678998623663,71.18711778342039,6.273562844680056,74379.88131208198,-22,0.2,0.8
2.652352941,3.22353e18,356862.7451,41250.0,0.127647059,7.634803922,1.019117647,4.0,2.0,2.0,1,97.87775137693373,7.171267233995994,2.5881331579934543,72688.12198576292,-31,0.2,0.8
